context,date_time
玩短线的，最近周五最好不要买票，st公告惯例都是周末公布。,05-19 01:32
5.17的上涨是在告诉昨天看空的人“我要结婚了”，5.20的下跌是在告别5.20,05-19 01:20
#马可波罗IPO暂缓审议，如何解读？#833030立方控股：房地产楼盘必备的停车,05-19 01:17
炒股多年换来这9条开盘经验！,05-18 10:29
看到弹幕中很有意思的三个段子！！！,05-19 01:04
转发,05-19 12:39
我们在股市里那么努力，为什么还那么容易亏钱？股市是一个零门槛的地方，只要你有钱买,05-19 12:20
牛市来了[加油],05-19 01:00
金融互联下周开始起飞,05-19 12:59
下周2个方向金融与ST,05-19 10:29
豪哥实战A股：下周接着做多就行！周末消息比较积极，A股新高在即，三大方向已出，大家精神起来！,05-19 11:32
#马可波罗IPO暂缓审议，如何解读？#66666,05-19 12:54
买什么什么跌哎2780入市6个月亏损10%,05-19 12:49
$上证指数(SH000001)$,05-19 12:10
看周线已到头了，又要↘了[吃瓜][旺柴],05-19 12:38
马可波罗IPO暂缓审议，说明什么？,05-18 08:27
关于地产,05-19 10:19
白酒调整完毕准备起飞,05-19 12:28
$上证指数(SH000001)$,05-19 12:25
优质公司很多，为了上市赚股份套利坚决不行。需要资金做更好的产品上市，必须做好拿出全年利润的一半以上去分红。而且公司利润必须很可观,05-19 12:23
这辈子犯的最大的罪过就是买了股票。如果有来生，绝不碰股票。,05-17 07:12
红楼梦第51回: 又是一年520，往年今夕各不同,05-19 10:44
众所周知房子已供过于求,05-19 12:03
周末一致看牛市，周一有得跌了[捂脸]恐贪四十多涨到七十多了，明天一个字，杀,05-19 12:01
阳线不放量，冲高走人,05-19 11:51
希望更多像万丰奥威这样的优质企业上市,05-19 11:20
到底为啥，st股从超级大牛市，比肩美股的指数，从700点涨到32989点，如果没,05-19 11:43
不要再买那些民营小盘股了，炒大炒央企才是未来。,05-19 11:37
退市应按发行价回购所有股票，对于没有资金回购的公司，大股东应该终身监禁，直到回购,05-18 08:20
市值400亿的晶盛机电和市值400亿的中泰证券，谁更有价值[想一下][加油][鼓,05-19 11:12
风口！风口！风口！火爆出圈的阿勒泰正宗概念股找到了,05-19 10:25
今天A股让我大吃一惊，你们知道为什么吗？,05-17 08:46
哈哈！大盘zhu'li'ji'gou拉高出货中了！小心有要加速下跌了！！！个人观,05-19 11:25
现在吧里到处是要被ST的股,05-19 10:55
超级搞笑的是，我现在的心态是不要买到st我就发自内心的感觉赚了,05-19 09:57
周末大摩看空中资房地产，主要有几个原因：1.房地产股价短期涨幅太大，但基本面疲弱,05-19 09:58
严监管是好事，但是不是查出来就St，一路跌，然后再被退市，受伤的还是股民，反而不,05-19 10:55
一下子拉那么猛，能坚持多久，做不到普涨，板块轮动也是好的！！！！,05-19 11:17
卖飞的，空仓的，准备加仓的，下周追入大盘上攻套牢区间3200点，将是风险酝酿的时,05-19 11:12
中国充电服务市场现状：能链股价暴跌引发的行业思考,05-18 01:14
股票还在2600,05-19 10:51
5.18：A股，牛来了？,05-18 10:26
港股红利大爆发！A股红利怎么看？ ,05-17 09:46
这个月两周应该会搞一波天量出来，现在大部分股票都是准备暴力上攻的姿势，房地产实体,05-19 11:02
【机构追涨房地产！】,05-19 06:26
今天可是519啊，可惜休盘[撇嘴],05-19 10:19
坚决抵制游戏产业。家有孩子的不要投资游戏股票。,05-19 10:30
房地产企业即将兑付上半年票据，感谢大家来投资,05-19 09:48
下周地产股高开低走，趁着高潮主力立刻出逃！然后就下韭菜们高位套牢，一地鸡毛！,05-19 09:54
仅供参考，切勿跟风！！！[抱拳][抱拳][抱拳],05-14 10:56
简单地统计了几个退市股募集资金+市场套现-分红（仅统计市场流通）-退市前残留市值,05-19 07:37
全球泡沫盛宴高潮在6月，渣男大A怎会不参与，而且是最后最疯的存在！今年最后一波上,05-18 10:10
兄弟们豪哥股市十几年！总结的五条炒股笔记，希望能为还在黑暗中摸索的你提供一束光。,05-19 09:26
随着st和退市制度更加严励，带动股民以后投资风格的转变，大盘蓝筹的春天来了，大盘,05-19 09:52
把大涨的清仓。,05-17 03:25
赛伍技术赛伍技术赛伍技术赛伍技术,05-19 09:40
#马可波罗IPO暂缓审议，如何解读？#警示教育,05-19 09:39
周一，万科大战万丰奥威！,05-19 09:24
高频量化交易是长期投资吗？高频量化交易是稳定投资吗？NO!投机分子是也!为什么不,05-19 09:38
如果说你也想通过股市赚到钱，试图改变你的命运，那么这篇文章建议你慢慢看到最后。1,05-19 08:26
不错,05-19 09:28
三种打板成功率很高的涨停板模式,05-18 10:07
5月14号，打板莱茵生物，10.3元扫货500股，目前巨亏。这个打板到底错在哪,05-17 04:36
2024年5月17号复盘及走势预测,05-17 03:23
百倍潜力股,05-19 09:17
券商不拉三个涨停没人相信你是牛市。上届5178启动常见三个涨停。需要流媒体宣传牛,05-18 10:53
在股市里难以做到持续赚钱，很多人以为是自己技术问题，其实根本不是，而是人性这关，,05-19 07:20
[偷笑]路线吻合…,05-19 09:09
证券是今年村里主要整治对象，顺便平衡大盘指数，压制走慢牛，指数不可能像以前一样上,05-19 09:04
终于有人把筹码峰讲清楚了！读懂筹码分布图，炒股就像开了挂，每次猫妹在低谷期就会有,05-18 08:00
牛市难道真的来了？接下来券商接力？,05-19 08:57
周一会砸盘吗[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],05-19 08:54
遍地是雷，心惊胆战，远离为妙！,05-19 08:53
金券公司进军私募证券投资基金管理后经营范围的调整计划,05-19 08:45
地产板块明天走势出来了，开盘急拉或低开急拉，下午盘板块大跌4个点以上，高位利好出,05-19 08:35
周一热闹非凡，热门板块：房地产，东北振兴，有色黄金，医药新冠。。嗯嗯就是没有证券,05-19 08:34
#马可波罗IPO暂缓审议，如何解读？#加入上市成功了，大家也不要申购，不要交易；,05-19 08:34
世面所有东西涨价了，股市要起来了满仓,05-19 08:01
英伟达的新东西英伟达的新技术对A股的炒作来说，很吃香。人工智能的革命性进展是英伟,05-19 08:07
直接买大盘,05-19 08:17
阿勒泰火爆出圈，新疆唯一旅游股西域旅游（300859）有望走出波澜壮阔的行情,05-19 08:13
炒股炒预期差。半导体最近有点无人问津，周末都在吹地产，反而存在预期差，可以提前埋,05-18 06:13
西域旅游，新疆唯一的旅游股，已经站上风口，时间会验证一切,05-19 07:54
租房时代的来临，,05-19 07:49
周一地产高开低走旅游崛起,05-19 07:56
每年的618都会炒作一波电商，而且是提前1个月炒作，现在时间刚刚好，而且现在电商,05-19 06:24
正要入睡，四大重磅消息发布！或将影响A股接下来走势！！！1、央行连出三大招：调整,05-17 10:12
"会不会出现“大奇迹日""",05-19 07:10
加快建设“旅游强国”！下周重点关注大A旅游题材板块！昨日全国旅游发展大会在京召开,05-18 06:26
转发,05-19 06:49
指数涨回来了，个股今年跌的占超66%！这就是拉指数，跌个股,05-19 12:25
别车司机一点不怕，如果被举报他也举报雷军开直播危险驾驶[偷笑][偷笑][偷笑],05-19 05:47
转发,05-19 06:41
【RMB迎利好！】,05-19 06:29
5.19行情估计重现，领涨板块花落谁家有待观察？,05-19 06:20
M头。还有两周不会创新高，3163即为本年度高点，调整最起码半个月2900时越跌,05-19 06:20
融资是为了优质企业发展的更好，每年多次分红，回报投资者，回报社会！公司就,05-19 06:10
潜力股，002815崇达技术，业绩尚可，2023年每股收益0.36元，目前才8元,05-19 06:08
目前市场担心的房地产这颗雷已经止跌反弹，随着房地产产业链的复苏，3100点底部信号将出现。下周板块迎来新的向上轮动普涨机会……。,05-19 06:06
周K比起去年下跌坡度还是太孱弱，没有场外资金进入，我再拉一波券商你们走吧，月线看,05-19 06:03
房地产要求大家在高位接盘，夕阳黄花不去山顶吹凉风！[滴汗][滴汗],05-19 06:02
大盘会涨吗？,05-19 12:05
【外资爆买中国资产！】,05-19 06:28
【加仓中概股！】,05-19 06:28
【有色金属的论资排辈！】,05-19 06:26
布衣一个11小时前关注来自：山东马可波罗实际控制人黄建平，还控制另外一家上市公司,05-19 05:44
不等了，券商下周最全面看法和策略思路,05-18 07:53
我这种最先看好房地产的人都感觉房地产严重超预期,05-17 10:16
药明终于对甲方硬气了一次！希望这次能顶回去！,05-17 07:05
大摩在5月17日午间12点58分看空中国房地产，而万科等房地产在下午开盘开始疯涨,05-19 01:16
#马可波罗IPO暂缓审议，如何解读？#上市前分红8亿，意欲何为？,05-17 10:58
#《庆余年2》刷屏，A股哪些公司受益？#一个破电视剧值得炒？疯了吧都,05-19 12:56
现在的股市，一定要分散持仓，一堆雷，猜中一次万劫不复,05-19 12:52
买了假货，当然要退款,05-19 12:50
还是那句话，等我一下,05-19 12:48
5月20日A股：太激动了！房地产板块爆发，下周大盘要反转吗,05-18 03:41
马可波啰连审核都可以不要再审核了，上市的目的就是为圈钱，可直接终止ⅠP0了,05-19 12:40
太可怕了历史既然一直在重复,05-19 12:39
大模型能力大比拼，国内外140+模型谁主沉浮？,05-19 12:36
贾跃亭的逆袭？FF股价5天飙升2000%，他要助力中国车企,05-19 12:31
周一高开高走，突破短期高点。个股一言难尽,05-19 12:19
知是而长乐，实力说话！还有三成仓随便跌！,05-19 12:05
雁鸣技术分析的李雁鸣，天天看走完的图事后诸葛马后炮，昨天早评和午评还在说，日线死,05-18 05:19
司马懿马哥，今年，四大预言、三大预言穿越时空准，第一大预言，在2635点提前一天,05-17 03:23
药明能不能坚持8年我不知道，但我肯定坚持不了8年！,05-16 07:06
全网刷屏都是利好于房地产方面的，看来房地产还要涨，应该有几个月的涨势吧！同样利好,05-18 11:45
历史最猛房地产利好来了，A股牛市还远吗？,05-18 11:45
4000点以下不要下车,05-18 07:18
谁会是低空经济走第三波的带头大哥,05-17 10:47
[献花],05-18 11:19
地产这个政策有利于房价软着陆，因一季度70个大中城市二手房价都在跌，实际上现在按,05-17 09:20
周末好消息全走房地产,05-18 11:07
股市真的很神奇，很多人都有这种经历，自己一买就跌，一卖就涨，好像主力就盯着自己那,05-18 03:38
要等突破新高的上涨，1，就要听到专家媒体出来说阶段性高点，有回调可能，到达压力位,05-18 10:57
下周3000多家飘绿，1000多家飘红,05-18 10:53
剑指3800,05-18 09:52
$上证指数(SH000001)$,05-14 10:29
房地产确实近期是主线，周五一波涨停潮，但是周一基本冲高回落,05-18 10:29
说的再多都没用，用事实来说话哈哈哈。年底实现目标。之后谁接谁就,05-18 10:25
不能取消量化交易,05-18 10:21
卧龙带你一起学股票（012）：股票大宗交易对股价的影响,05-18 10:17
要把房地惨里的资金解放出来才能跌下去了，各种吹风直到你们接盘为止，,05-18 07:58
我家婆娘说大A炒股的尽头是回本[哭],05-18 10:08
有感而发，炒股十余年，从未赚过钱，买啥啥跌，卖后就飙涨，持仓就震荡下跌，恰似被量,05-18 10:03
A股：罕见！大摩突然唱反调，有何影响？下周一还有一个利好？,05-18 10:00
2024年05月17日大盘总结（预测准确）及05月20日大盘预测,05-18 09:40
这次月线级别必须长阳突破，绝不能重走上回面对黄色均线时的老路，消耗本以不多的存量资金,05-18 11:29
转发,05-18 09:38
未来后也许需要注意一些细节，很多事情细节决定了最终的成败！,05-18 09:37
A股：房地产盛宴能否延续？种种迹象表明，下周一的市场将这么走,05-17 08:56
大牛市！4000点见！超越道琼斯！,05-18 09:19
牛,05-18 09:15
不应该让股民跑来跑去，浪费资源浪费时间。,05-18 08:45
敢打包票，5月份的消费数据肯定超预期。[大笑][大笑][大笑][国家队][国家队,05-18 08:31
一个意料之外的利好，一个情理之中的开始。新规后首单IPO结果出炉！马可波罗暂缓审,05-18 08:04
稳定高业绩高股息率是未来主线。推荐江苏银行，建设银行，平安银行，上海银行。可以长,05-18 11:44
13500到十个第六天,05-18 08:53
震荡没结束,05-16 10:42
"从西晋到明代我国古代纸上文化遗产)今天这个节日里,有投资开发出来下一个上市公司信",05-18 07:46
$上证指数(SH000001)$,05-18 08:16
周未又有几个特大利好加持股市，还有房地产及超长国债放水，下周一将跳空高开至320,05-18 08:15
05月17日，上证复盘（潮之声2024.05.17作文）一、2024年05月17,05-18 08:10
周末不平静，市场传来三个事件，将直接影响下周市场走势,05-18 12:40
大家周末好，今天是星期六，周末A股不开盘，下周各大板块涨跌大预判！,05-18 02:44
2024第三届上海国际充电桩及换电站展览会于5月22日-24日，上海汽车会展中心,05-18 07:59
A股怪论：怎么会，越涨越危险？,05-17 05:09
今天是5月18日周六，周末的消息面信息量较大。隔夜美股涨跌不一，道琼斯指数首次收,05-18 02:37
差不多就是新加坡模式，双轨制：廉租房，保障房之类的便宜；商品房贵，放开各种限制。,05-18 04:54
卧龙周末解盘〔2024-05~#214-下周走势及个股分析〕,05-17 05:53
回顾本人2015年的旧帖（转发牛文）,05-18 07:41
盛屯矿业最近四个月上涨超50%，盛新锂能都快新低了，特么别人吃肉时没跟上，的,05-18 04:30
A股股民下周将面向大海春暖花开海景房，欢迎你！,05-18 07:33
转发,05-18 07:32
上海世茂：老爹40年攒下千亿家产，儿子4年快败光了！,05-17 09:05
重点的经济命脉和能源及长久发展的安全核心资产，和长期可观盈利的资产应被国内资金牢,05-18 07:22
社保基金持股公司涨幅超2500%！业绩稳健的长线持股公司名单出炉,05-18 05:31
《A股》《上证指数》《估值&波动报告》《中估联盟20240518》《第10381号》,05-18 06:59
啥时间大A也能上40000点,05-18 06:37
平安银行？,05-18 06:55
不敢相信,05-18 06:47
"请大家看一件世上少有天外来石头,打摩后变银色,放入开水变黄金,凉了后又回原色,大",05-18 06:29
集中力量拉主板,05-18 06:39
探营光电产业大会：多项“国之利器”集中发布上市公司“大秀肌肉”华工科技资讯202,05-18 06:33
国家金融监管总局发布风险提示,05-18 06:33
当年5.19见年变成5.20因为519是星期天周一等数钱吧,05-18 04:40
大盘向上突破了可惜量不够如果下周能补量那么大行情就来了,05-18 06:31
谁能告诉我我一个手机看不到北向买入额另外一个手机可以看到是怎么回事,05-18 06:20
我想知道A股涨回去了，你们资金涨回去了吗？,05-18 05:58
本周再添三家！全年15只股票已锁定退市 史上最便宜A股在列,05-18 05:38
#马可波罗IPO暂缓审议，如何解读？#利好次新股,05-18 06:18
利好叠加 皮卡市场国内需求到2030年可超100万辆!,05-18 05:04
看一下大单资金有几天是流入的就知道股市为啥涨不起来了。,05-18 06:13
"AA05:=MA(C,5);五日乖离率:=(C-AA05)/AA05*100;A",05-18 06:06
本周主力：抢筹中国平安，抛售贵州茅台。,05-18 04:58
OpenAI 阿尔特曼谈 GPT-5： 功能或类似“虚拟大脑”，将是一种特别尝试,05-17 08:38
技术面继续简聊大盘【5.17】,05-17 03:41
【0517今日大盘】变盘信号又现！前天是破线的第一阴，昨天高开盘中震荡，冲高破底,05-17 08:59
做为老股民我知道下降趋势线的威力，周五尾市大盘拉升改变不了大a股市下降的方向。我,05-18 08:22
20240518 周评 重大趋势点评,05-18 04:38
GameStop计划出售至多4500万股股票 三日市值蒸发逾80亿美元,05-18 05:36
短线多头开始向上攻击,05-18 05:10
指数日线上是形成三买了吗？,05-18 05:30
好消息小房子起飞了，坏消息我买的还没飞,05-17 01:17
4w开始挑战9年一万倍第49天：109400 周四收评,05-16 03:49
A股三大指数今日集体上涨，截至收盘，沪指涨1.01%，深成指涨1.1%，创业板指,05-17 03:50
白银涨疯了！“可能正处于牛市边缘”,05-18 05:28
周五房地产板块在利好的憧憬下纷纷暴涨，个股甚至连拉三个涨停如（天地源），从6元多,05-18 03:50
我怎么预感下周哭声一遍呢？,05-18 04:59
补不补仓再说，买个榴莲先,05-18 04:59
中国私募基金与美国私募基金的区别,05-18 04:54
A股：两个利好！下周，股市要起风了？,05-18 03:47
下周炒旅游概念股，大家做好准备！！！！,05-18 04:42
千等万等，等来了个涨停，虽然还没回本，嘿嘿嘿,05-16 03:03
稳定高业绩高股息率是未来主线。推荐江苏银行，建设银行，平安银行，上海银行。可以长,05-18 04:35
稳定高业绩高股息率是未来主线。推荐江苏银行，建设银行，平安银行，上海银行。可以长,05-18 04:35
【七十万本金的炒股之路】开始日期：2023.5.1～今日赢亏：十1600，收盘市,05-16 03:04
5月基因跟踪2,05-17 05:37
2万起步，实现千万梦想！今年最大行情是资源类业绩增长股！,05-18 03:36
看这年线！蛮好嘛！,05-18 03:56
5月18日，证券板块周记。。。1.盘面记录：上周，证券板块周线吸筹值0.01，预,05-18 04:02
“人和人如果不在一个层次上，那么无论你做什么，对方都觉得不对。所谓层次，不是社会,05-17 06:02
市场传来三大消息，与我们股市息息相关，一起来看看！,05-18 03:51
其实道理很简单房地产企业半年到了要兑付票据业务了,05-18 03:51
好可怕，如果大盘从3154点在跌到2900，个股会怎样。大盘涨上来，个股都没涨，,05-18 03:47
^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^,05-18 03:45
南钢：港资加速。年报交易性金融资产双双涨停。,05-18 03:34
2024年第20周（5月17日），本周盈利9483元，年盈利67749元。,05-17 04:49
如果没有自媒体曝光 会不会暂缓,05-18 02:41
有时候气象预报说有雷阵雨，但是却晴空万里，有时说晴空万里，有会有狂风暴雨,05-18 02:41
读书让我快乐！[买入][买入][买入][俏皮][俏皮][俏皮],05-18 03:21
开盘就砸的判断失误股＼...，容易探底回升／。开盘就啦的冲高股／，一旦发现同类有,05-15 08:05
两周前的套路是券商合并，现在是一地鸡毛；这周的套路是地产，看这样子应该还能扛一周,05-17 04:47
公积金利率下调，新股开始发行，对房地产和券商是利好，但难以扭转楼市行情。券商会有,05-18 03:01
百分之一万二千七…别太过离谱了[微笑][微笑]百分之几千都感觉离谱、有作假嫌疑，,05-18 02:51
周一房地产板块涨停潮,05-18 02:48
这个月有人的账户是红的吗,05-18 02:00
券商不连续涨停就吸引不了场外资金。大盘没有外来资金成交量不济，岌岌可危。券商才是,05-18 12:32
期铜做空亏大了[滴汗],05-18 02:03
坚决杜绝圈钱上市,05-18 02:13
中国四部门联合发布打击证券期货违法犯罪活动的意见,05-18 01:07
市场给你才会有，至于可以拿到多少那么就是运气加努力,05-18 02:09
下周一我打算追地产和银行股，这位置一般人都不敢追，普遍认为该回调了，所以地产和银,05-18 01:33
金力股份光、储、风电站陆续投用：点亮绿色能源新篇章随着全球能源结构的转型升级，政,05-17 06:50
2024，低估值高成长为何备受关注？,05-16 03:48
5.18早评|40年来罕见！深夜重磅利好！,05-18 04:06
怎么一没注意，尾盘就冲这么高了，都没来得及继续补仓[吃瓜],05-17 03:26
不知道大家有没有发现一个事，这次上涨散户越多的的股票涨的越多，这明显是有大资金在,05-18 12:17
突发！光伏6连跌！ 原因找到了！,05-17 10:49
发个帖记录一下是否会如大佬所说的会破250，等时间验证,05-18 01:49
道指突破4万点，一文带你了解道指上涨的原因！,05-18 12:46
要适应当下格局,05-17 12:09
地产利好，百股涨停。吸金效应明显，其他股票反跌。与别人反着来！地产新政充其量能部,05-18 08:52
#贾跃亭IP商业化，法拉第未来股价暴涨#,05-18 01:36
4000点轻松越…不要说没提醒…哈哈哈,05-18 08:59
大盘快到3200了，个股呢,05-18 12:59
